country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Swindon,44004,128,-45,-15,,-48,-50,17,,,
United Kingdom,Swindon,44005,129,-48,-12,,-49,-49,17,,,
United Kingdom,Swindon,44006,130,-50,-11,,-52,-48,17,,,
United Kingdom,Swindon,44007,131,-48,-9,,-51,-48,17,,,
United Kingdom,Swindon,44008,132,-49,-12,,-50,-47,18,,,
United Kingdom,Swindon,44009,133,-58,-23,6,-50,-18,11,,,
United Kingdom,Swindon,44010,134,-57,-28,26,-42,-8,7,,,
United Kingdom,Swindon,44011,135,-41,-16,,-49,-47,17,,,
United Kingdom,Swindon,44012,136,-39,-11,,-43,-46,17,,,
United Kingdom,Swindon,44013,137,-41,-15,,-42,-45,18,,,
United Kingdom,Swindon,44014,138,-41,-16,,-46,-46,18,,,
United Kingdom,Swindon,44015,139,-46,-16,,-40,-44,17,,,
United Kingdom,Swindon,44016,140,-50,-21,,-23,-9,8,,,
United Kingdom,Swindon,44017,141,-48,-26,,-24,-6,5,,,
United Kingdom,Swindon,44018,142,-34,-14,,-37,-46,15,,,
United Kingdom,Swindon,44019,143,-38,-16,,-42,-47,16,,,
United Kingdom,Swindon,44020,144,-39,-19,,-42,-46,17,,,
United Kingdom,Swindon,44021,145,-35,-14,,-40,-46,17,,,
United Kingdom,Swindon,44022,146,-40,-14,,-33,-45,14,,,
United Kingdom,Swindon,44023,147,-48,-20,,-17,-9,5,,,
United Kingdom,Swindon,44024,148,-47,-24,,-21,-1,3,,,
United Kingdom,Swindon,44025,149,-33,-14,,-35,-45,15,,,
United Kingdom,Swindon,44026,150,-35,-14,,-41,-46,15,,,
United Kingdom,Swindon,44027,151,-33,-17,,-44,-45,16,,,
United Kingdom,Swindon,44028,152,-27,-12,,-44,-44,15,,,
United Kingdom,Swindon,44029,153,-33,-13,,-36,-43,13,,,
United Kingdom,Swindon,44030,154,-43,-21,,-22,-8,5,,,
United Kingdom,Swindon,44031,155,-38,-23,,-21,-3,3,,,
United Kingdom,Swindon,44032,156,-26,-12,,-37,-46,13,,,
United Kingdom,Swindon,44033,157,-29,-13,,-38,-45,14,,,
United Kingdom,Swindon,44034,158,-30,-15,,-42,-43,14,,,
United Kingdom,Swindon,44035,159,-26,-12,,-42,-45,15,,,
United Kingdom,Swindon,44036,160,-33,-16,,-36,-44,14,,,
United Kingdom,Swindon,44037,161,-44,-25,11,-28,-12,7,,,
United Kingdom,Swindon,44038,162,-40,-23,41,-23,-4,3,,,
United Kingdom,Swindon,44039,163,-27,-17,,-42,-49,15,,,
United Kingdom,Swindon,44040,164,-27,-14,,-40,-47,14,,,
United Kingdom,Swindon,44041,165,-27,-15,,-38,-45,14,,,
United Kingdom,Swindon,44042,166,-21,-10,,-46,-46,13,,,
United Kingdom,Swindon,44043,167,-32,-16,,-42,-46,12,,,
United Kingdom,Swindon,44044,168,-40,-22,,-32,-8,3,,,
United Kingdom,Swindon,44045,169,-36,-25,,-27,-3,2,,,
United Kingdom,Swindon,44046,170,-17,-16,,-41,-47,12,,,
United Kingdom,Swindon,44047,171,-20,-18,,-45,-48,13,,,
United Kingdom,Swindon,44048,172,-20,-17,,-48,-46,14,,,
United Kingdom,Swindon,44049,173,-22,-12,,-47,-46,14,,,
United Kingdom,Swindon,44050,174,-32,-17,,-44,-45,12,,,
United Kingdom,Swindon,44051,175,-44,-22,,-36,-10,3,,,
United Kingdom,Swindon,44052,176,-38,-24,,-29,-5,2,,,
United Kingdom,Swindon,44053,177,-14,-14,,-43,-47,12,,,
United Kingdom,Swindon,44054,178,-19,-15,,-46,-47,13,,,
United Kingdom,Swindon,44055,179,-21,-18,,-49,-47,14,,,
United Kingdom,Swindon,44056,180,-25,-16,,-49,-46,14,,,
United Kingdom,Thurrock,43876,0,-8,-4,,-12,-3,2,,,
United Kingdom,Thurrock,43877,1,-13,-9,-22,-14,-7,2,,,
United Kingdom,Thurrock,43878,2,16,5,,-7,-16,2,,,
United Kingdom,Thurrock,43879,3,11,-2,,-7,-15,2,,,
United Kingdom,Thurrock,43880,4,17,0,,-10,-16,3,,,
United Kingdom,Thurrock,43881,5,22,-1,,-6,-16,3,,,
United Kingdom,Thurrock,43882,6,11,4,4,-6,-16,3,,,
United Kingdom,Thurrock,43883,7,-3,1,13,2,-2,0,,,
United Kingdom,Thurrock,43884,8,-9,0,-12,10,-1,0,,,
United Kingdom,Thurrock,43885,9,-1,2,,-5,-1,1,,,
United Kingdom,Thurrock,43886,10,-2,5,,0,1,0,,,
United Kingdom,Thurrock,43887,11,-1,1,-2,-2,0,0,,,
United Kingdom,Thurrock,43888,12,-1,3,2,0,-1,1,,,
United Kingdom,Thurrock,43889,13,-24,5,-4,1,-1,1,,,
United Kingdom,Thurrock,43890,14,-26,6,-6,10,1,0,,,
United Kingdom,Thurrock,43891,15,-25,5,,18,2,-1,,,
United Kingdom,Thurrock,43892,16,-19,7,,-1,2,0,,,
United Kingdom,Thurrock,43893,17,-4,2,,0,2,0,,,
United Kingdom,Thurrock,43894,18,-2,5,,1,0,0,,,
United Kingdom,Thurrock,43895,19,-9,4,-2,-6,1,1,,,
United Kingdom,Thurrock,43896,20,-1,12,29,-1,1,0,,,
United Kingdom,Thurrock,43897,21,-6,8,,7,4,0,,,
United Kingdom,Thurrock,43898,22,-6,11,,12,2,-1,,,
United Kingdom,Thurrock,43899,23,-5,9,,-1,1,0,,,
United Kingdom,Thurrock,43900,24,-8,9,,2,1,0,,,
United Kingdom,Thurrock,43901,25,-5,13,,0,-1,0,,,
United Kingdom,Thurrock,43902,26,-5,22,,-3,-2,1,,,
United Kingdom,Thurrock,43903,27,-6,25,-2,-9,-3,2,,,
United Kingdom,Thurrock,43904,28,-15,14,0,-4,-1,2,,,
United Kingdom,Thurrock,43905,29,-21,8,6,-5,-3,2,,,
United Kingdom,Thurrock,43906,30,-6,30,,-12,-5,3,,,
United Kingdom,Thurrock,43907,31,-13,27,,-19,-12,6,,,
United Kingdom,Thurrock,43908,32,-14,40,,-28,-19,8,,,
United Kingdom,Thurrock,43909,33,-13,40,,-31,-23,10,,,
United Kingdom,Thurrock,43910,34,-25,18,4,-35,-26,12,,,
United Kingdom,Thurrock,43911,35,-53,0,,-33,-20,10,,,
United Kingdom,Thurrock,43912,36,-63,-16,8,-27,-25,,,,
United Kingdom,Thurrock,43913,37,-43,-3,,-44,-41,17,,,
United Kingdom,Thurrock,43914,38,-71,-19,-18,-56,-53,23,,,
United Kingdom,Thurrock,43915,39,-72,-25,-7,-63,-59,26,,,
United Kingdom,Thurrock,43916,40,-73,-31,-13,-64,-61,27,,,
United Kingdom,Thurrock,43917,41,-75,-31,-21,-63,-63,29,,,
United Kingdom,Thurrock,43918,42,-85,-44,-32,-59,-52,,,,
United Kingdom,Thurrock,43919,43,-88,-53,-51,-59,-50,,,,
United Kingdom,Thurrock,43920,44,-73,-36,,-67,-65,27,,,
United Kingdom,Thurrock,43921,45,-73,-32,-30,-67,-66,28,,,
United Kingdom,Thurrock,43922,46,-74,-34,-25,-68,-66,29,,,
United Kingdom,Thurrock,43923,47,-73,-35,-18,-69,-66,29,,,
United Kingdom,Thurrock,43924,48,-76,-33,-33,-66,-66,30,,,
United Kingdom,Thurrock,43925,49,-84,-41,-15,-58,-51,,,,
United Kingdom,Thurrock,43926,50,-85,-43,-14,-48,-49,,,,
United Kingdom,Thurrock,43927,51,-73,-35,,-67,-66,27,,,
United Kingdom,Thurrock,43928,52,-73,-32,-23,-64,-67,28,,,
United Kingdom,Thurrock,43929,53,-72,-31,-23,-64,-67,28,,,
United Kingdom,Thurrock,43930,54,-69,-24,-27,-64,-66,27,,,
United Kingdom,Thurrock,43931,55,-78,-38,-37,-70,-80,35,,,
United Kingdom,Thurrock,43932,56,-83,-40,-26,-57,-51,,,,
United Kingdom,Thurrock,43933,57,-91,-71,-33,-53,-55,,,,
United Kingdom,Thurrock,43934,58,-82,-43,-37,-77,-82,,,,
United Kingdom,Thurrock,43935,59,-71,-32,-30,-64,-66,27,,,
United Kingdom,Thurrock,43936,60,-73,-30,-11,-63,-65,27,,,
United Kingdom,Thurrock,43937,61,-72,-31,-22,-64,-65,28,,,
United Kingdom,Thurrock,43938,62,-74,-33,-42,-65,-64,29,,,
United Kingdom,Thurrock,43939,63,-84,-43,-34,-56,-49,,,,
United Kingdom,Thurrock,43940,64,-85,-45,,-41,-45,,,,
United Kingdom,Thurrock,43941,65,-74,-34,,-62,-63,26,,,
United Kingdom,Thurrock,43942,66,-73,-33,-17,-62,-63,27,,,
United Kingdom,Thurrock,43943,67,-73,-31,-5,-60,-63,27,,,
United Kingdom,Thurrock,43944,68,-72,-31,-12,-62,-61,27,,,
United Kingdom,Thurrock,43945,69,-74,-31,-10,-59,-61,28,,,
United Kingdom,Thurrock,43946,70,-82,-40,-16,-44,-45,,,,
United Kingdom,Thurrock,43947,71,-83,-41,,-31,-41,,,,
United Kingdom,Thurrock,43948,72,-72,-32,,-55,-61,25,,,
United Kingdom,Thurrock,43949,73,-75,-36,-56,-63,-63,26,,,
United Kingdom,Thurrock,43950,74,-74,-32,-37,-59,-62,27,,,
United Kingdom,Thurrock,43951,75,-75,-32,-37,-59,-61,27,,,
United Kingdom,Thurrock,43952,76,-75,-31,-44,-56,-59,28,,,
United Kingdom,Thurrock,43953,77,-82,-37,,-43,-41,,,,
United Kingdom,Thurrock,43954,78,-84,-40,-18,-35,-41,,,,
United Kingdom,Thurrock,43955,79,-70,-28,,-54,-60,24,,,
United Kingdom,Thurrock,43956,80,-72,-27,-14,-54,-60,25,,,
United Kingdom,Thurrock,43957,81,-70,-24,-3,-54,-59,25,,,
United Kingdom,Thurrock,43958,82,-66,-18,-4,-55,-59,24,,,
United Kingdom,Thurrock,43959,83,-77,-33,-4,-62,-76,32,,,
United Kingdom,Thurrock,43960,84,-82,-34,11,-47,-44,,,,
United Kingdom,Thurrock,43961,85,-84,-41,-20,-45,-37,,,,
United Kingdom,Thurrock,43962,86,-69,-27,,-58,-57,24,,,
United Kingdom,Thurrock,43963,87,-68,-24,-3,-53,-57,24,,,
United Kingdom,Thurrock,43964,88,-69,-26,-12,-56,-57,24,,,
United Kingdom,Thurrock,43965,89,-69,-23,-6,-56,-56,23,,,
United Kingdom,Thurrock,43966,90,-71,-24,1,-52,-55,24,,,
United Kingdom,Thurrock,43967,91,-80,-30,,-39,-35,14,,,
United Kingdom,Thurrock,43968,92,-81,-32,,-26,-29,,,,
United Kingdom,Thurrock,43969,93,-65,-19,,-49,-53,21,,,
United Kingdom,Thurrock,43970,94,-65,-19,,-48,-54,21,,,
United Kingdom,Thurrock,43971,95,-66,-16,,-50,-54,22,,,
United Kingdom,Thurrock,43972,96,-63,-14,13,-51,-53,22,,,
United Kingdom,Thurrock,43973,97,-67,-18,6,-50,-53,23,,,
United Kingdom,Thurrock,43974,98,-76,-26,,-41,-32,14,,,
United Kingdom,Thurrock,43975,99,-77,-29,,-26,-29,,,,
United Kingdom,Thurrock,43976,100,-68,-25,,-58,-76,26,,,
United Kingdom,Thurrock,43977,101,-61,-15,,-49,-52,20,,,
United Kingdom,Thurrock,43978,102,-61,-17,,-46,-52,21,,,
United Kingdom,Thurrock,43979,103,-60,-15,,-48,-52,21,,,
United Kingdom,Thurrock,43980,104,-63,-16,20,-44,-50,21,,,
United Kingdom,Thurrock,43981,105,-75,-22,,-28,-22,11,,,
United Kingdom,Thurrock,43982,106,-76,-24,,-16,-20,,,,
United Kingdom,Thurrock,43983,107,-53,-12,,-43,-47,18,,,
United Kingdom,Thurrock,43984,108,-56,-16,,-45,-48,18,,,
United Kingdom,Thurrock,43985,109,-57,-14,5,-44,-48,20,,,
United Kingdom,Thurrock,43986,110,-56,-13,4,-47,-48,20,,,
United Kingdom,Thurrock,43987,111,-63,-18,-13,-47,-46,22,,,
United Kingdom,Thurrock,43988,112,-72,-24,-15,-42,-23,13,,,
United Kingdom,Thurrock,43989,113,-72,-25,,-29,-22,,,,
United Kingdom,Thurrock,43990,114,-53,-12,,-45,-45,19,,,
United Kingdom,Thurrock,43991,115,-52,-16,,-40,-46,18,,,
United Kingdom,Thurrock,43992,116,-57,-19,-13,-49,-47,20,,,
United Kingdom,Thurrock,43993,117,-51,-14,9,-49,-46,20,,,
United Kingdom,Thurrock,43994,118,-58,-14,9,-45,-45,20,,,
United Kingdom,Thurrock,43995,119,-69,-20,,-29,-19,9,,,
United Kingdom,Thurrock,43996,120,-68,-20,,-15,-12,,,,
United Kingdom,Thurrock,43997,121,-35,-13,,-39,-44,17,,,
United Kingdom,Thurrock,43998,122,-38,-15,,-39,-45,18,,,
United Kingdom,Thurrock,43999,123,-38,-12,,-41,-45,18,,,
United Kingdom,Thurrock,44000,124,-31,-9,7,-41,-46,19,,,
United Kingdom,Thurrock,44001,125,-38,-8,5,-37,-43,18,,,
United Kingdom,Thurrock,44002,126,-52,-12,,-21,-10,8,,,
United Kingdom,Thurrock,44003,127,-53,-21,,0,-2,5,,,
United Kingdom,Thurrock,44004,128,-26,-9,,-35,-45,16,,,
United Kingdom,Thurrock,44005,129,-34,-9,,-36,-44,16,,,
United Kingdom,Thurrock,44006,130,-36,-7,,-35,-45,16,,,
United Kingdom,Thurrock,44007,131,-35,-5,,-36,-45,16,,,
United Kingdom,Thurrock,44008,132,-36,-7,25,-35,-44,17,,,
United Kingdom,Thurrock,44009,133,-43,-15,14,-27,-14,9,,,
United Kingdom,Thurrock,44010,134,-47,-18,,-13,-8,6,,,
United Kingdom,Thurrock,44011,135,-23,-11,,-38,-43,16,,,
United Kingdom,Thurrock,44012,136,-26,-10,10,-39,-43,16,,,
United Kingdom,Thurrock,44013,137,-29,-11,,-39,-43,16,,,
United Kingdom,Thurrock,44014,138,-26,-6,,-37,-43,16,,,
United Kingdom,Thurrock,44015,139,-35,-8,10,-35,-41,16,,,
United Kingdom,Thurrock,44016,140,-47,-14,21,-23,-14,7,,,
United Kingdom,Thurrock,44017,141,-47,-15,,-10,-8,4,,,
United Kingdom,Thurrock,44018,142,-23,-8,,-34,-43,14,,,
United Kingdom,Thurrock,44019,143,-26,-11,,-33,-43,14,,,
United Kingdom,Thurrock,44020,144,-25,-12,3,-37,-43,16,,,
United Kingdom,Thurrock,44021,145,-25,-8,10,-37,-43,15,,,
United Kingdom,Thurrock,44022,146,-32,-10,23,-28,-41,14,,,
United Kingdom,Thurrock,44023,147,-45,-14,,-14,-11,5,,,
United Kingdom,Thurrock,44024,148,-45,-16,,-5,-8,3,,,
United Kingdom,Thurrock,44025,149,-23,-8,,-32,-42,13,,,
United Kingdom,Thurrock,44026,150,-23,-13,,-31,-42,14,,,
United Kingdom,Thurrock,44027,151,-22,-13,,-36,-41,14,,,
United Kingdom,Thurrock,44028,152,-17,-10,,-36,-41,14,,,
United Kingdom,Thurrock,44029,153,-28,-8,47,-32,-40,12,,,
United Kingdom,Thurrock,44030,154,-44,-15,,-22,-10,4,,,
United Kingdom,Thurrock,44031,155,-37,-20,,-17,-12,,,,
United Kingdom,Thurrock,44032,156,-13,-9,,-37,-43,12,,,
United Kingdom,Thurrock,44033,157,-17,-10,,-36,-43,13,,,
United Kingdom,Thurrock,44034,158,-19,-11,,-34,-42,13,,,
United Kingdom,Thurrock,44035,159,-15,-7,,-33,-43,13,,,
United Kingdom,Thurrock,44036,160,-26,-11,39,-33,-43,13,,,
United Kingdom,Thurrock,44037,161,-38,-19,,-30,-14,6,,,
United Kingdom,Thurrock,44038,162,-38,-20,,-20,-8,3,,,
United Kingdom,Thurrock,44039,163,-10,-11,,-40,-46,13,,,
United Kingdom,Thurrock,44040,164,-13,-12,,-38,-44,13,,,
United Kingdom,Thurrock,44041,165,-13,-10,,-34,-44,12,,,
United Kingdom,Thurrock,44042,166,-16,-6,,-35,-45,12,,,
United Kingdom,Thurrock,44043,167,-28,-11,47,-36,-44,11,,,
United Kingdom,Thurrock,44044,168,-43,-17,,-22,-10,3,,,
United Kingdom,Thurrock,44045,169,-35,-17,,-8,-10,1,,,
United Kingdom,Thurrock,44046,170,-4,-10,,-37,-45,11,,,
United Kingdom,Thurrock,44047,171,-5,-14,,-35,-45,11,,,
United Kingdom,Thurrock,44048,172,-7,-14,,-36,-45,12,,,
United Kingdom,Thurrock,44049,173,-15,-11,,-35,-44,12,,,
United Kingdom,Thurrock,44050,174,-28,-13,-18,-35,-45,11,,,
United Kingdom,Thurrock,44051,175,-42,-18,13,-18,-12,2,,,
United Kingdom,Thurrock,44052,176,-35,-20,,-11,-7,1,,,
United Kingdom,Thurrock,44053,177,-2,-11,,-35,-45,11,,,
United Kingdom,Thurrock,44054,178,-4,-14,-1,-36,-45,11,,,
United Kingdom,Thurrock,44055,179,-3,-13,,-37,-45,11,,,
United Kingdom,Thurrock,44056,180,-11,-12,-6,-36,-44,12,,,
United Kingdom,Tyne and Wear,43876,0,-10,-5,-27,-9,-2,2,,,
United Kingdom,Tyne and Wear,43877,1,6,-4,-11,3,0,0,,,
United Kingdom,Tyne and Wear,43878,2,11,-2,18,0,-14,2,,,
United Kingdom,Tyne and Wear,43879,3,9,-4,18,-2,-12,2,,,
United Kingdom,Tyne and Wear,43880,4,10,-4,18,-1,-13,2,,,
United Kingdom,Tyne and Wear,43881,5,7,-5,-4,-7,-14,3,,,
United Kingdom,Tyne and Wear,43882,6,6,-1,5,0,-14,3,,,
United Kingdom,Tyne and Wear,43883,7,-4,-2,-21,-3,-1,1,,,
United Kingdom,Tyne and Wear,43884,8,2,-3,-12,5,0,0,,,
United Kingdom,Tyne and Wear,43885,9,-9,-5,-19,0,-5,3,,,
United Kingdom,Tyne and Wear,43886,10,7,4,6,3,2,0,,,
United Kingdom,Tyne and Wear,43887,11,3,-1,8,0,2,0,,,
United Kingdom,Tyne and Wear,43888,12,5,1,9,1,2,0,,,
United Kingdom,Tyne and Wear,43889,13,4,2,-14,2,1,0,,,
United Kingdom,Tyne and Wear,43890,14,7,2,-8,2,1,0,,,
United Kingdom,Tyne and Wear,43891,15,5,-1,-14,1,1,0,,,
United Kingdom,Tyne and Wear,43892,16,5,2,8,0,1,0,,,
United Kingdom,Tyne and Wear,43893,17,2,1,10,-2,2,0,,,
United Kingdom,Tyne and Wear,43894,18,4,4,19,0,1,0,,,
United Kingdom,Tyne and Wear,43895,19,5,3,19,-1,2,0,,,
United Kingdom,Tyne and Wear,43896,20,2,4,17,2,1,0,,,
United Kingdom,Tyne and Wear,43897,21,-1,1,4,0,1,0,,,
United Kingdom,Tyne and Wear,43898,22,4,2,15,5,1,-1,,,
United Kingdom,Tyne and Wear,43899,23,3,2,4,-1,1,1,,,
United Kingdom,Tyne and Wear,43900,24,-1,3,5,-4,1,1,,,
United Kingdom,Tyne and Wear,43901,25,-3,0,-3,-6,1,1,,,
United Kingdom,Tyne and Wear,43902,26,-1,9,-6,-7,0,1,,,
United Kingdom,Tyne and Wear,43903,27,-1,11,-2,-5,-3,2,,,
United Kingdom,Tyne and Wear,43904,28,-10,10,1,-9,-3,2,,,
United Kingdom,Tyne and Wear,43905,29,-5,9,1,-8,-2,1,,,
United Kingdom,Tyne and Wear,43906,30,-2,22,15,-10,-5,3,,,
United Kingdom,Tyne and Wear,43907,31,-12,26,11,-19,-12,6,,,
United Kingdom,Tyne and Wear,43908,32,-18,26,13,-25,-21,9,,,
United Kingdom,Tyne and Wear,43909,33,-16,28,36,-27,-24,9,,,
United Kingdom,Tyne and Wear,43910,34,-25,14,21,-32,-27,11,,,
United Kingdom,Tyne and Wear,43911,35,-50,6,1,-41,-26,10,,,
United Kingdom,Tyne and Wear,43912,36,-57,-15,0,-42,-31,8,,,
United Kingdom,Tyne and Wear,43913,37,-46,-8,-4,-47,-44,16,,,
United Kingdom,Tyne and Wear,43914,38,-71,-25,-15,-62,-57,22,,,
United Kingdom,Tyne and Wear,43915,39,-73,-24,6,-63,-63,24,,,
United Kingdom,Tyne and Wear,43916,40,-74,-27,-3,-66,-65,25,,,
United Kingdom,Tyne and Wear,43917,41,-76,-28,-19,-68,-65,27,,,
United Kingdom,Tyne and Wear,43918,42,-83,-38,-55,-73,-59,19,,,
United Kingdom,Tyne and Wear,43919,43,-85,-47,-58,-74,-57,15,,,
United Kingdom,Tyne and Wear,43920,44,-73,-30,-11,-68,-68,25,,,
United Kingdom,Tyne and Wear,43921,45,-74,-30,-21,-69,-68,26,,,
United Kingdom,Tyne and Wear,43922,46,-74,-29,-14,-69,-68,26,,,
United Kingdom,Tyne and Wear,43923,47,-75,-31,-23,-70,-68,27,,,
United Kingdom,Tyne and Wear,43924,48,-76,-29,-22,-69,-68,28,,,
United Kingdom,Tyne and Wear,43925,49,-81,-34,-36,-69,-58,19,,,
United Kingdom,Tyne and Wear,43926,50,-81,-41,-37,-68,-55,14,,,
United Kingdom,Tyne and Wear,43927,51,-72,-30,-11,-67,-69,25,,,
United Kingdom,Tyne and Wear,43928,52,-72,-27,6,-65,-69,26,,,
United Kingdom,Tyne and Wear,43929,53,-72,-24,0,-64,-69,25,,,
United Kingdom,Tyne and Wear,43930,54,-70,-19,-26,-67,-69,26,,,
United Kingdom,Tyne and Wear,43931,55,-79,-35,-17,-72,-81,31,,,
United Kingdom,Tyne and Wear,43932,56,-80,-30,-32,-66,-59,18,,,
United Kingdom,Tyne and Wear,43933,57,-92,-68,-51,-72,-62,16,,,
United Kingdom,Tyne and Wear,43934,58,-78,-38,-20,-76,-83,30,,,
United Kingdom,Tyne and Wear,43935,59,-70,-24,1,-64,-68,25,,,
United Kingdom,Tyne and Wear,43936,60,-71,-26,10,-64,-68,26,,,
United Kingdom,Tyne and Wear,43937,61,-72,-26,-11,-67,-68,26,,,
United Kingdom,Tyne and Wear,43938,62,-74,-26,-21,-67,-67,28,,,
United Kingdom,Tyne and Wear,43939,63,-80,-33,-30,-64,-54,18,,,
United Kingdom,Tyne and Wear,43940,64,-80,-41,-21,-63,-51,14,,,
United Kingdom,Tyne and Wear,43941,65,-71,-29,10,-63,-66,24,,,
United Kingdom,Tyne and Wear,43942,66,-71,-27,10,-63,-66,25,,,
United Kingdom,Tyne and Wear,43943,67,-72,-28,9,-62,-65,25,,,
United Kingdom,Tyne and Wear,43944,68,-71,-28,-1,-63,-65,25,,,
United Kingdom,Tyne and Wear,43945,69,-72,-25,2,-62,-65,26,,,
United Kingdom,Tyne and Wear,43946,70,-78,-31,-22,-62,-52,17,,,
United Kingdom,Tyne and Wear,43947,71,-79,-40,-33,-63,-50,14,,,
United Kingdom,Tyne and Wear,43948,72,-68,-27,13,-60,-65,23,,,
United Kingdom,Tyne and Wear,43949,73,-70,-27,-1,-62,-65,23,,,
United Kingdom,Tyne and Wear,43950,74,-72,-29,-25,-66,-65,25,,,
United Kingdom,Tyne and Wear,43951,75,-71,-25,-6,-63,-65,25,,,
United Kingdom,Tyne and Wear,43952,76,-73,-26,-5,-61,-64,26,,,
United Kingdom,Tyne and Wear,43953,77,-78,-29,-16,-59,-51,17,,,
United Kingdom,Tyne and Wear,43954,78,-79,-39,-29,-62,-49,14,,,
United Kingdom,Tyne and Wear,43955,79,-69,-27,9,-60,-63,23,,,
United Kingdom,Tyne and Wear,43956,80,-69,-25,20,-59,-63,24,,,
United Kingdom,Tyne and Wear,43957,81,-69,-21,29,-58,-63,23,,,
United Kingdom,Tyne and Wear,43958,82,-66,-13,23,-58,-63,23,,,
United Kingdom,Tyne and Wear,43959,83,-77,-31,19,-66,-78,29,,,
United Kingdom,Tyne and Wear,43960,84,-78,-28,-3,-60,-50,16,,,
United Kingdom,Tyne and Wear,43961,85,-80,-38,-51,-68,-48,14,,,
United Kingdom,Tyne and Wear,43962,86,-68,-24,8,-60,-62,23,,,
United Kingdom,Tyne and Wear,43963,87,-68,-22,13,-60,-62,23,,,
United Kingdom,Tyne and Wear,43964,88,-68,-21,26,-58,-61,23,,,
United Kingdom,Tyne and Wear,43965,89,-67,-19,50,-56,-60,21,,,
United Kingdom,Tyne and Wear,43966,90,-70,-20,28,-57,-60,24,,,
United Kingdom,Tyne and Wear,43967,91,-76,-23,12,-55,-46,15,,,
United Kingdom,Tyne and Wear,43968,92,-76,-31,-8,-57,-43,12,,,
United Kingdom,Tyne and Wear,43969,93,-65,-20,39,-56,-59,22,,,
United Kingdom,Tyne and Wear,43970,94,-65,-18,55,-54,-59,22,,,
United Kingdom,Tyne and Wear,43971,95,-66,-15,95,-51,-59,21,,,
United Kingdom,Tyne and Wear,43972,96,-64,-16,65,-53,-59,22,,,
United Kingdom,Tyne and Wear,43973,97,-67,-17,6,-57,-59,24,,,
United Kingdom,Tyne and Wear,43974,98,-74,-21,-15,-58,-44,15,,,
United Kingdom,Tyne and Wear,43975,99,-72,-26,14,-52,-40,11,,,
United Kingdom,Tyne and Wear,43976,100,-68,-25,132,-58,-78,24,,,
United Kingdom,Tyne and Wear,43977,101,-61,-13,89,-51,-58,20,,,
United Kingdom,Tyne and Wear,43978,102,-62,-14,75,-50,-57,20,,,
United Kingdom,Tyne and Wear,43979,103,-62,-12,98,-51,-57,20,,,
United Kingdom,Tyne and Wear,43980,104,-64,-11,82,-49,-56,21,,,
United Kingdom,Tyne and Wear,43981,105,-71,-16,42,-48,-34,12,,,
United Kingdom,Tyne and Wear,43982,106,-69,-21,42,-44,-29,9,,,
United Kingdom,Tyne and Wear,43983,107,-57,-14,92,-46,-53,18,,,
United Kingdom,Tyne and Wear,43984,108,-60,-16,82,-48,-54,19,,,
United Kingdom,Tyne and Wear,43985,109,-63,-18,-5,-56,-55,21,,,
United Kingdom,Tyne and Wear,43986,110,-61,-16,26,-53,-54,21,,,
United Kingdom,Tyne and Wear,43987,111,-63,-15,11,-53,-53,22,,,
United Kingdom,Tyne and Wear,43988,112,-70,-20,-8,-54,-36,14,,,
United Kingdom,Tyne and Wear,43989,113,-70,-26,-16,-53,-34,11,,,
United Kingdom,Tyne and Wear,43990,114,-56,-16,67,-48,-51,18,,,
United Kingdom,Tyne and Wear,43991,115,-58,-17,58,-49,-52,19,,,
United Kingdom,Tyne and Wear,43992,116,-60,-17,11,-53,-52,20,,,
United Kingdom,Tyne and Wear,43993,117,-59,-18,17,-55,-52,20,,,
United Kingdom,Tyne and Wear,43994,118,-63,-17,-13,-56,-52,22,,,
United Kingdom,Tyne and Wear,43995,119,-67,-17,16,-52,-29,13,,,
United Kingdom,Tyne and Wear,43996,120,-65,-24,33,-48,-24,9,,,
United Kingdom,Tyne and Wear,43997,121,-46,-14,68,-44,-49,17,,,
United Kingdom,Tyne and Wear,43998,122,-50,-12,67,-46,-49,18,,,
United Kingdom,Tyne and Wear,43999,123,-49,-12,60,-45,-49,18,,,
United Kingdom,Tyne and Wear,44000,124,-49,-12,40,-48,-50,18,,,
United Kingdom,Tyne and Wear,44001,125,-52,-8,39,-46,-49,18,,,
United Kingdom,Tyne and Wear,44002,126,-59,-6,56,-40,-22,8,,,
United Kingdom,Tyne and Wear,44003,127,-60,-20,13,-42,-17,7,,,
United Kingdom,Tyne and Wear,44004,128,-46,-14,70,-44,-51,16,,,
United Kingdom,Tyne and Wear,44005,129,-47,-11,102,-42,-50,16,,,
United Kingdom,Tyne and Wear,44006,130,-49,-7,124,-41,-48,15,,,
United Kingdom,Tyne and Wear,44007,131,-47,-6,123,-42,-48,16,,,
United Kingdom,Tyne and Wear,44008,132,-50,-7,59,-44,-48,17,,,
United Kingdom,Tyne and Wear,44009,133,-58,-13,-5,-46,-26,11,,,
United Kingdom,Tyne and Wear,44010,134,-56,-20,2,-46,-19,8,,,
United Kingdom,Tyne and Wear,44011,135,-43,-13,32,-43,-47,16,,,
